FIPS,"2,4-D","2,4-DB",ACETOCHLOR,ALACHLOR,ATRAZINE,BENTAZONE,BIFENTHRIN,BROMOXYNIL,CARBARYL,CARBOFURAN,CHLOROTHALONIL,CHLORPYRIFOS,CLETHODIM,CLOPYRALID,CYFLUTHRIN,CYHALOTHRIN-LAMBDA,DICAMBA,DIMETHENAMID,DIMETHOATE,ESFENVALERATE,ETHALFLURALIN,GLYPHOSATE,IMAZETHAPYR,MALATHION,METOLACHLOR-S,METRIBUZIN,NICOSULFURON,PARAQUAT,PENDIMETHALIN,PERMETHRIN,PICLORAM,PROPICONAZOLE,RIMSULFURON,SETHOXYDIM,TERBUFOS,THIFENSULFURON,TRICLOPYR,TRIFLURALIN,ZETA-CYPERMETHRIN
01001,-0.9397497181879079,1.1873047202132097,-0.6798941588034747,-0.2348534274065912,-0.5676756198185808,-0.1876777120657999,-0.617208242684447,-0.4203665912319628,1.1072056512326744,-0.2950226927893526,1.164454689372389,0.4055505393201991,-0.48564998256492387,-0.8920168307719435,-1.0894635468860794,0.5163333109986287,-0.18763404470085573,-0.7122601936140823,-0.03626028481699797,1.2828886961982218,0.4185944303117556,0.30591018790210783,-1.0784998725524617,0.8850841234069586,-0.04869019639345681,-0.810337784565011,-0.9942400594679417,0.44999388507943233,0.2512122013744037,0.13132330460331038,-0.4451297132634698,0.30393123161071434,-1.0788796785074177,0.5015498129943534,0.08953442514957256,-0.9558147968144549,0.08599657570279155,0.14008004139645042,0.6316302081518941
01003,0.01190594535461594,2.2657202985383154,-0.3490479749102004,0.3830358637844792,0.41982471270340405,0.41235820629039327,0.39852403072820936,0.5380938429213198,0.8487792335900243,0.5784243266475247,1.2575597939055767,1.5351812137961225,0.3989722385353356,-0.55090884752758,0.19707606834669264,0.6187014836996532,0.2947874695484814,,1.0601152311969775,2.2513770227854093,1.7583686107357752,0.661193350882899,0.0381520511773273,1.371549123167828,0.5151487729115962,1.4748714579341613,-0.42954648698835873,0.5424642416965507,0.7390729156785559,0.8262446850492687,-0.30918531570427177,1.4790656750860085,-0.9855893516371329,0.8355857017990542,0.9523361542123634,0.682465042381327,1.526154850135659,0.7294133731388318,1.5913982754095035
01005,-0.5939497611305175,1.6312869687714304,-0.6208703607373482,-0.4446554858888892,-0.40446618118750477,0.28532077526177463,-0.456115702382,-0.28412960553788347,0.2918181888996528,0.03732529015183684,2.1329525412966803,-0.3682707671726584,-0.1097550232009965,-0.8365178831329163,-0.7898328732107371,0.1086962591476568,-0.4539201114946093,-0.25151417580604185,0.02837227338730337,0.6454083798067928,1.7100262661847307,0.12538244743017646,-1.109526108101666,0.6144248554621274,-0.08006790168402214,-0.016251337900607295,-1.2809767922510695,0.06878555078870123,0.648024645895986,-0.41250541287632675,-0.3107205800837161,2.002921582813528,-1.1310611344127164,-0.2665043082579811,0.5434057376613028,-0.9966810773080561,0.9548102358450824,0.6979003042696938,-0.1428687793082471
01007,-0.7551120018224562,0.5461032338080656,-1.534312547403957,-1.0956568261561888,-0.7324929193953748,,,,-1.0167196869461477,-1.3492459856525938,-0.8638083611801359,-1.3053333797573168,,-1.5075179656680442,,-1.8510004295880913,-0.570222687710934,-1.681788962671948,-1.7265812923980839,-1.3216341731748895,-1.4996712854616523,-1.2293266057518282,-1.6515012208339084,-1.3714894101295663,-1.5014337113187954,-1.7403906802496398,-1.380858425324041,-0.6194300956898241,-1.9433427722404697,-1.599738326884851,-0.5364210212629765,-1.0674083231210407,-1.1877856064303571,-1.8529664775722956,-1.85703615195069,,0.09476957226953664,-2.093621892994494,-1.6526266043321398
01009,0.7826656673606286,0.5740841335067622,-0.7335802546097826,-0.2994714211972404,-0.45247115924292575,0.21559774864655962,,-0.7810024959733562,0.17022996799078535,0.26780400995736386,1.2782984197446623,0.0673335483681646,-1.438212160535165,-1.0830705481340661,-0.8943707821953188,0.32140094044585,-0.11679199164022924,-0.84247972545709,-0.4231559800413859,0.48482522400802613,0.29343893456312325,-0.07065032319786259,-0.680740431821912,-0.39966432525295154,-0.39949474555576,-0.022868775679258282,-1.086406747109852,-0.05777920309241108,-0.31589769322410993,0.6196740430510411,1.4622167526301881,0.4811532954362641,-1.1310611344127164,-0.1550044410201459,-0.8833774493305041,-1.1884805095527573,0.07930815272669074,-0.1253520595300865,-0.4005787439786631
01011,-1.575084563840824,1.281883925383681,-1.1613282806627931,-0.6699285958957306,-1.0670126423526727,-0.691977054010331,-1.1537616278576401,-1.2106942143336408,0.3544714619495354,-1.461752570538685,0.7086684357486134,-0.17583698090678246,-1.141840018216493,-1.3045345871978966,-1.4234384734572194,-0.6771127805934476,0.01361184787374058,-1.2391117081081127,0.04867842205726757,-0.24541624585850333,-0.7412427639675294,-0.3556293205551996,-1.3187749444163506,-0.2681958355209679,-0.6826144878244786,-0.9943485887383046,-1.2809767922510695,0.15658241596085515,-0.4632599941308679,-1.1448685594413823,-0.12207931148714007,0.4004994988849419,-1.1877856064303571,-1.02661781306808,-0.6585890965915012,-1.3079183774502627,0.6534856866774811,-0.38237530214373,-0.09544960463237435
01013,-0.887140895724934,0.9691588597976382,-0.719438808427906,-0.5040170751805485,-0.05683341243246438,-0.48430597086317273,-0.18275116475818898,-0.6726860274610756,0.22605801222158553,-0.4569882823156783,0.3102928126082232,0.26375824025352357,-0.6801962186256506,-0.9330162822518256,-0.7430450774762644,-0.4524293816499657,0.10418912638087285,,-0.4662850830655575,0.32424206820925944,0.8850760671952191,-0.1508229016004855,-1.1423262108210581,0.6882486247287429,-0.4814793586626364,-0.4733451515323435,-0.8439791690376961,-0.349559188674151,-0.05757519128139498,-0.7278182166763715,-0.45114314264141103,-0.10702364339270723,-1.1310611344127164,-0.7838258384660689,0.424850407133383,-1.135495883609038,0.3141311966057857,-0.08083140523126056,0.3170549670295744
01015,0.4726773863243895,0.1211914319108254,-0.8234507950431214,-0.3799548560670073,-0.5479969909525223,0.32177024732254755,,-0.7844210598790393,-0.7968833723154687,-0.8641477661427891,-0.3447964425616359,-0.8257550090760182,-1.2841866206704142,-1.1631263702181347,-0.9232327573972229,0.3871774316173562,-0.5186342133999668,-0.9404376068730618,-0.6476475214339955,-0.7956578589840628,-1.079488019170045,-0.10307212151568997,-0.6031709837269233,-1.2024929730501672,-0.40175992227244123,-0.5230739102056978,-1.1205817613257936,-0.2391588134415379,-0.3786698499984126,-0.8160172161500105,1.0302368793131784,-0.679851281345964,-1.1310611344127164,-0.8233053438697666,-0.9930817864391849,-1.0400255761058406,-0.30703990228043043,-0.17431277137731127,-0.4087239355858714
01017,-0.23370766951316918,1.0162416772250882,-1.556686948578178,-1.1240523313941913,-0.7585085181502058,,,,-0.7127579588248841,-0.9134189317796658,-0.6169220227527572,-1.2494406494376793,,-1.5452338049423804,,-0.8333099491379684,-0.1612478255569469,-1.7040359210946434,-1.632432900521137,-1.218652998348432,-1.1606013926856475,-0.8352174207543891,-1.6515012208339084,-1.0615082360815529,-1.520022661766059,-1.7957760263072269,-1.380858425324041,-0.2527102879809118,-1.8550979921032378,-1.3314753110337778,-0.1231487676954574,-0.750721534381933,-1.1877856064303571,-1.44435600738169,-1.887097826938674,-1.135495883609038,0.4707256321820188,-1.7895906917950237,-1.5515531648270928
01019,0.528222707553842,0.09608278399855788,-0.5117496470795342,0.04484895458381176,-0.17415039830432658,0.7695915563868269,,0.06106412947703461,-1.1150005701480703,-0.5979286864022139,0.02278022631308945,-0.09557306141688107,-0.9335576149855631,-0.8823010959512076,-0.021007171167013124,1.4669350465267919,-0.5317978628128361,-0.5968646605806449,0.3098000896245249,0.22814745870985176,-1.0326139851247573,0.6679473119996551,-0.11695285786287539,-1.118274088417185,0.27739725078002353,-0.13128524357050908,-0.8899941736224208,0.23847280284413236,0.43608139745092167,-0.5920620459329502,0.9774773990090736,-0.679851281345964,-1.0305671964141978,-0.47827474034424605,-0.612651543944714,-0.917158611635355,-0.3538190617770048,0.21989359950944534,0.7619851470545487
